uniprot_accession,signal_peptide,transmembrane,topological_domain,subcellular_location_[cc]
Q6NT16,,"TRANSMEM 34..54; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 71..91; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 101..121; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 128..148; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 162..184; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 196..216; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 231..251; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 273..293; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 305..325; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 332..352; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 378..398; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 408..428; /note=""Helical""; /evidence=""ECO:0000255""","TOPO_DOM 1..33; /note=""Cytoplasmic""; /evidence=""ECO:0000255""; TOPO_DOM 55..70; /note=""Extracellular""; /evidence=""ECO:0000255""; TOPO_DOM 92..100; /note=""Cytoplasmic""; /evidence=""ECO:0000255""; TOPO_DOM 122..127; /note=""Extracellular""; /evidence=""ECO:0000255""; TOPO_DOM 149..161; /note=""Cytoplasmic""; /evidence=""ECO:0000255""; TOPO_DOM 185..195; /note=""Extracellular""; /evidence=""ECO:0000255""; TOPO_DOM 217..230; /note=""Cytoplasmic""; /evidence=""ECO:0000255""; TOPO_DOM 252..272; /note=""Extracellular""; /evidence=""ECO:0000255""; TOPO_DOM 294..304; /note=""Cytoplasmic""; /evidence=""ECO:0000255""; TOPO_DOM 326..331; /note=""Extracellular""; /evidence=""ECO:0000255""; TOPO_DOM 353..377; /note=""Cytoplasmic""; /evidence=""ECO:0000255""; TOPO_DOM 399..407; /note=""Extracellular""; /evidence=""ECO:0000255""; TOPO_DOM 429..456; /note=""Cytoplasmic""; /evidence=""ECO:0000255""","SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000250|UniProtKB:D3Z5L6}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:D4A9K4}; Multi-pass membrane protein {ECO:0000250|UniProtKB:D4A9K4}. Note=Colocalizes with VAMP3 and VAMP8 in mast cell secretory granules, which are distinct from histamine- and serotonin-containing granules (By similarity). Partly colocalizes with SYP in synaptic vesicles in hippocampal neurons. Colocalizes with SYP and VAMP2 in secretory vesicles of astrocytes (By similarity). {ECO:0000250|UniProtKB:D3Z5L6, ECO:0000250|UniProtKB:D4A9K4}."
Q6P1L5,,,,
Q6P2E9,,,,"SUBCELLULAR LOCATION: Cytoplasm, P-body {ECO:0000269|PubMed:16364915, ECO:0000269|PubMed:9067524}. Nucleus {ECO:0000269|PubMed:7520377}."
Q6P3W7,,,,"SUBCELLULAR LOCATION: Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000269|PubMed:15809293, ECO:0000269|PubMed:16914521}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:16914521}. Endosome membrane {ECO:0000269|PubMed:16914521}. Note=Colocalizes to the trans-Golgi network (TGN) and to endosomal membranes with clathrin, transferrin and plasma membrane adapter AP1 and AP3 complexes. {ECO:0000269|PubMed:16914521}."
Q6UB99,,,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15184363, ECO:0000269|PubMed:25413698, ECO:0000269|PubMed:25556659, ECO:0000269|Ref.1}. Note=Localizes to chromatin during prometaphase. {ECO:0000269|PubMed:25413698}."
Q6YBV0,,"TRANSMEM 87..107; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 154..174; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 206..226; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 231..251; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 273..293; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 309..329; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 358..378; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 389..409; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 414..434; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 456..476; /note=""Helical""; /evidence=""ECO:0000255""",,SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000250|UniProtKB:Q8CH36}; Multi-pass membrane protein {ECO:0000255}.
Q5T0N5,,,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16757518}. Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, cell cortex {ECO:0000250}. Cytoplasmic vesicle {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}."
Q5T3F8,,"TRANSMEM 41..65; /note=""Helical; Name=TM0""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TRANSMEM 146..178; /note=""Helical; Name=TM1""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TRANSMEM 203..227; /note=""Helical; Name=TM2""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TRANSMEM 428..457; /note=""Helical; Name=TM3""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TRANSMEM 473..502; /note=""Helical; Name=TM4""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TRANSMEM 507..543; /note=""Helical; Name=TM5""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TRANSMEM 567..599; /note=""Helical; Name=TM6""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TRANSMEM 620..638; /note=""Helical; Name=TM7""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TRANSMEM 642..666; /note=""Helical; Name=TM8""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TRANSMEM 674..702; /note=""Helical; Name=TM9""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TRANSMEM 708..728; /note=""Helical; Name=TM10""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""","TOPO_DOM 1..40; /note=""Extracellular""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TOPO_DOM 66..145; /note=""Cytoplasmic""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TOPO_DOM 179..202; /note=""Extracellular""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TOPO_DOM 228..427; /note=""Cytoplasmic""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TOPO_DOM 458..472; /note=""Extracellular""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TOPO_DOM 503..506; /note=""Cytoplasmic""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TOPO_DOM 544..566; /note=""Extracellular""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TOPO_DOM 600..619; /note=""Cytoplasmic""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TOPO_DOM 639..641; /note=""Extracellular""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TOPO_DOM 667..673; /note=""Cytoplasmic""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TOPO_DOM 703..707; /note=""Extracellular""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""; TOPO_DOM 729..832; /note=""Cytoplasmic""; /evidence=""ECO:0000305|PubMed:37543036, ECO:0007744|PDB:8EHX""","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:37421948, ECO:0000269|PubMed:37543036, ECO:0000269|PubMed:38127458, ECO:0000269|PubMed:39217145, ECO:0000269|PubMed:39716028}; Multi-pass membrane protein {ECO:0000269|PubMed:37543036}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q3TWI9}; Multi-pass membrane protein {ECO:0000269|PubMed:37543036}. Lysosome membrane {ECO:0000269|PubMed:39716028}; Multi-pass membrane protein {ECO:0000269|PubMed:37543036}. Early endosome membrane {ECO:0000269|PubMed:38127458}; Multi-pass membrane protein {ECO:0000269|PubMed:37543036}. Note=Colocalizes with cortical F-actin (By similarity). Localizes at lamellar body membrane in alveolar type 2 cells (By similarity). {ECO:0000250|UniProtKB:Q3TWI9}."
Q5T5U3,,,,"SUBCELLULAR LOCATION: Golgi apparatus membrane; Peripheral membrane protein. Cell junction. Cytoplasmic vesicle membrane; Peripheral membrane protein. Cytoplasm, cytoskeleton. Note=Localization to the Golgi is dependent on interaction with GTP-bound ARF1."
Q5T8P6,,,,
Q5TB30,,,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17452976, ECO:0000269|PubMed:20587513}. Note=Colocalizes with ZNF224 at the nucleus."
Q5TCX8,,,,
Q643R3,,"TRANSMEM 40..62; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 87..107; /note=""Helical""; /evidence=""ECO:0000255""",,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:16243729, ECO:0000269|PubMed:18458083}; Multi-pass membrane protein {ECO:0000269|PubMed:16243729, ECO:0000269|PubMed:18458083}."
Q6DD88,,"TRANSMEM 446..466; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 468..488; /note=""Helical""; /evidence=""ECO:0000255""","TOPO_DOM 1..445; /note=""Cytoplasmic""; /evidence=""ECO:0000269|PubMed:18270207""; TOPO_DOM 467; /note=""Lumenal""; /evidence=""ECO:0000305|PubMed:18270207""; TOPO_DOM 489..541; /note=""Cytoplasmic""; /evidence=""ECO:0000269|PubMed:18270207""","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:18270207, ECO:0000269|PubMed:19665976, ECO:0000269|PubMed:23969831, ECO:0000269|PubMed:24459106, ECO:0000269|PubMed:25548161, ECO:0000269|PubMed:27619977, ECO:0000269|PubMed:37102997}; Multi-pass membrane protein {ECO:0000269|PubMed:18270207}. Note=Localizes to endoplasmic reticulum tubules and accumulates in punctuate structures corresponding to 3-way junctions, which represent crossing-points at which the tubules build a polygonal network. {ECO:0000269|PubMed:23969831, ECO:0000269|PubMed:24459106, ECO:0000269|PubMed:27619977}."
Q6IPM2,,,,"SUBCELLULAR LOCATION: Cell projection, cilium membrane {ECO:0000250|UniProtKB:Q6PCQ0}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q6PCQ0}; Cytoplasmic side {ECO:0000250|UniProtKB:Q6PCQ0}. Note=The EvC complex localizes at the base of cilia in the EvC zone of primary cilia in a EFCAB7-dependent manner. {ECO:0000250|UniProtKB:Q6PCQ0}."
Q6P2Q9,,,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:26912367, ECO:0000269|PubMed:28076346, ECO:0000269|PubMed:28502770, ECO:0000269|PubMed:28781166, ECO:0000269|PubMed:29301961, ECO:0000269|PubMed:29360106, ECO:0000269|PubMed:29361316, ECO:0000269|PubMed:30315277, ECO:0000269|PubMed:30705154, ECO:0000269|PubMed:30728453}. Nucleus speckle {ECO:0000305}."
Q6P9B9,,"TRANSMEM 534..554; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 856..876; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 930..950; /note=""Helical""; /evidence=""ECO:0000255""",,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23904267, ECO:0000269|PubMed:39032490}. Cytoplasm {ECO:0000269|PubMed:23904267}. Nucleus membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}."
Q6ZNE5,,,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19050071, ECO:0000269|PubMed:37632749}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:19270696, ECO:0000269|PubMed:20713597}; Peripheral membrane protein {ECO:0000305}. Preautophagosomal structure membrane {ECO:0000269|PubMed:18843052, ECO:0000269|PubMed:19050071, ECO:0000269|PubMed:19270696, ECO:0000269|PubMed:22314358}; Peripheral membrane protein {ECO:0000305}. Cytoplasmic vesicle, autophagosome membrane {ECO:0000269|PubMed:19270696, ECO:0000269|PubMed:25686604}; Peripheral membrane protein {ECO:0000305}. Note=Cytosolic under nutrient-rich conditions (PubMed:19050071). Following autophagy stimuli, such as starvation or rapamycin induction, predominantly detected in cytoplasmic foci, identified as isolation membranes and autophagosomes (PubMed:19050071). Accumulates on highly curved PtdIns(3)P enriched autophagic membrane via its BATS domain to sense and maintain membrane curvature (By similarity). Also localizes to discrete punctae along the ciliary axoneme and to the base of the ciliary axoneme (By similarity). {ECO:0000250|UniProtKB:Q8CDJ3}."
Q6ZSZ5,,,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15558029}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:15558029}. Cell membrane {ECO:0000269|PubMed:29601110}. Apical cell membrane {ECO:0000269|PubMed:22006950}. Note=In unactivated eosinophils, distributed around the cell periphery in the perimembranous region (PubMed:29601110). In activated eosinophils, relocates to the tip of the nucleopod, a membrane structure formed during activation when the nucleus moves to one end of the cell, and is also concentrated in membrane protrusions at the opposite end of the cell (PubMed:29601110). Localizes to the apical cell membrane in epithelial cells (PubMed:22006950). {ECO:0000269|PubMed:22006950, ECO:0000269|PubMed:29601110}."
Q6ZW76,,,,"SUBCELLULAR LOCATION: Cell projection, cilium {ECO:0000250|UniProtKB:Q9CZK6}. Cytoplasm {ECO:0000250|UniProtKB:Q9CZK6}."
Q7L7X3,,,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:13679851}.
Q7Z2T5,,,,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:28784718, ECO:0000269|PubMed:39786998, ECO:0000305|PubMed:33499731}."
Q6NUT3,,"TRANSMEM 27..47; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 57..77; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 98..118; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 125..145; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 171..191; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 219..239; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 280..302; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 311..331; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 348..368; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 369..389; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 403..423; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 447..467; /note=""Helical""; /evidence=""ECO:0000255""","TOPO_DOM 1..26; /note=""Cytoplasmic""; /evidence=""ECO:0000305""; TOPO_DOM 48..56; /note=""Lumenal""; /evidence=""ECO:0000305""; TOPO_DOM 78..97; /note=""Cytoplasmic""; /evidence=""ECO:0000305""; TOPO_DOM 119..124; /note=""Lumenal""; /evidence=""ECO:0000305""; TOPO_DOM 146..170; /note=""Cytoplasmic""; /evidence=""ECO:0000305""; TOPO_DOM 192..218; /note=""Lumenal""; /evidence=""ECO:0000305""; TOPO_DOM 240..279; /note=""Cytoplasmic""; /evidence=""ECO:0000305""; TOPO_DOM 303..310; /note=""Lumenal""; /evidence=""ECO:0000305""; TOPO_DOM 332..347; /note=""Cytoplasmic""; /evidence=""ECO:0000305""; TOPO_DOM 390..402; /note=""Cytoplasmic""; /evidence=""ECO:0000305""; TOPO_DOM 424..446; /note=""Lumenal""; /evidence=""ECO:0000305""; TOPO_DOM 468..480; /note=""Cytoplasmic""; /evidence=""ECO:0000305""","SUBCELLULAR LOCATION: Melanosome membrane {ECO:0000269|PubMed:33208952}; Multi-pass membrane protein {ECO:0000255}. Lysosome membrane {ECO:0000269|PubMed:29025994, ECO:0000269|PubMed:33208952, ECO:0000269|PubMed:37751742}; Multi-pass membrane protein {ECO:0000255}."
Q6P1A2,,"TRANSMEM 44..64; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 84..104; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 111..131; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 180..200; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 227..247; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 285..305; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 364..384; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 422..442; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 453..473; /note=""Helical""; /evidence=""ECO:0000255""",,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:18195019}; Multi-pass membrane protein {ECO:0000255}.
Q6P1M0,,"TRANSMEM 20..42; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 139..156; /note=""Helical""; /evidence=""ECO:0000255""",,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:22022213, ECO:0000305|PubMed:24269233}; Multi-pass membrane protein {ECO:0000255}."
Q6P597,,,,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q68G30, ECO:0000250|UniProtKB:Q91W40}. Mitochondrion {ECO:0000250|UniProtKB:Q91W40}. Note=In elongating spermatid tail midpiece, localized in outer dense fibers (ODFs) and associates with mitochondria. Also localizes to the manchette in elongating spermatids. {ECO:0000250|UniProtKB:Q68G30, ECO:0000250|UniProtKB:Q91W40}."
Q6STE5,,,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14701856}.
Q6ZWT7,,"TRANSMEM 22..42; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 61..81; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 88..108; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 184..204; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 237..257; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 264..284; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 366..386; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 416..436; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 444..464; /note=""Helical""; /evidence=""ECO:0000255""",,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8R3I2}; Multi-pass membrane protein {ECO:0000255}.
Q7L590,,,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11095689, ECO:0000269|PubMed:15136575, ECO:0000269|PubMed:32865517}. Note=Colocalizes with ORC2 in nuclei foci. Associated with chromatin in S phase. From early to mid-S phase located in discrete nuclear foci. In early S phase, several hundred foci appeared throughout the nucleus. In mid-S phase, the foci appeared at the nuclear periphery and nucleolar regions. In the late S and G phases localized to nucleoli."
Q7Z3C6,,"TRANSMEM 62..84; /note=""Helical""; /evidence=""ECO:0000269|PubMed:32610138, ECO:0000269|PubMed:33106659, ECO:0007744|PDB:6WQZ, ECO:0007744|PDB:6WR4, ECO:0007744|PDB:7JLO, ECO:0007744|PDB:7JLP, ECO:0007744|PDB:7JLQ""; TRANSMEM 129..154; /note=""Helical""; /evidence=""ECO:0000269|PubMed:32610138, ECO:0000269|PubMed:33106659, ECO:0007744|PDB:6WQZ, ECO:0007744|PDB:6WR4, ECO:0007744|PDB:7JLO, ECO:0007744|PDB:7JLP, ECO:0007744|PDB:7JLQ""; TRANSMEM 372..397; /note=""Helical""; /evidence=""ECO:0000269|PubMed:32610138, ECO:0000269|PubMed:33106659, ECO:0007744|PDB:6WQZ, ECO:0007744|PDB:6WR4, ECO:0007744|PDB:7JLO, ECO:0007744|PDB:7JLP, ECO:0007744|PDB:7JLQ""; TRANSMEM 407..424; /note=""Helical""; /evidence=""ECO:0000269|PubMed:32610138, ECO:0000269|PubMed:33106659, ECO:0007744|PDB:6WQZ, ECO:0007744|PDB:6WR4, ECO:0007744|PDB:7JLO, ECO:0007744|PDB:7JLP, ECO:0007744|PDB:7JLQ""","TOPO_DOM 2..61; /note=""Cytoplasmic""; /evidence=""ECO:0000305""; TOPO_DOM 85..128; /note=""Lumenal""; /evidence=""ECO:0000305""; TOPO_DOM 155..290; /note=""Cytoplasmic""; /evidence=""ECO:0000305""; TOPO_DOM 302..319; /note=""Cytoplasmic""; /evidence=""ECO:0000305""; TOPO_DOM 329..371; /note=""Cytoplasmic""; /evidence=""ECO:0000305""; TOPO_DOM 398..406; /note=""Lumenal""; /evidence=""ECO:0000305""; TOPO_DOM 425..470; /note=""Cytoplasmic""; /evidence=""ECO:0000305""; TOPO_DOM 481..483; /note=""Cytoplasmic""; /evidence=""ECO:0000305""; TOPO_DOM 493..839; /note=""Cytoplasmic""; /evidence=""ECO:0000305""","SUBCELLULAR LOCATION: Preautophagosomal structure membrane {ECO:0000269|PubMed:18936157, ECO:0000269|PubMed:32073997, ECO:0000269|PubMed:33106659}; Multi-pass membrane protein {ECO:0000269|PubMed:32610138, ECO:0000269|PubMed:33106659}. Cytoplasmic vesicle, autophagosome membrane {ECO:0000269|PubMed:19910472}; Multi-pass membrane protein {ECO:0000269|PubMed:32610138, ECO:0000269|PubMed:33106659}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:16940348, ECO:0000269|PubMed:20124090, ECO:0000269|PubMed:21068542, ECO:0000269|PubMed:27316455, ECO:0000269|PubMed:27663665, ECO:0000269|PubMed:29180427, ECO:0000269|PubMed:33468622, ECO:0000305|PubMed:34432599}; Multi-pass membrane protein {ECO:0000269|PubMed:32610138, ECO:0000269|PubMed:33106659}. Late endosome membrane {ECO:0000269|PubMed:16940348, ECO:0000269|PubMed:20124090, ECO:0000269|PubMed:22456507, ECO:0000269|PubMed:32513819, ECO:0000269|PubMed:33468622}; Multi-pass membrane protein {ECO:0000269|PubMed:32610138, ECO:0000269|PubMed:33106659}. Recycling endosome membrane {ECO:0000269|PubMed:22456507, ECO:0000269|PubMed:29437695}; Multi-pass membrane protein {ECO:0000269|PubMed:32610138, ECO:0000269|PubMed:33106659}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:20124090, ECO:0000269|PubMed:27316455, ECO:0000269|PubMed:27663665}; Multi-pass membrane protein {ECO:0000269|PubMed:32610138, ECO:0000269|PubMed:33106659}. Mitochondrion membrane {ECO:0000305|PubMed:34432599}; Multi-pass membrane protein {ECO:0000255}. Note=Mainly localizes to the trans-Golgi network (TGN) and the endosomal system; cycles between them though vesicle trafficking (PubMed:27316455, PubMed:27663665). Export from the TGN to promote formation of autophagosomes is mediated by the AP-4 complex (PubMed:29180427, PubMed:30262884). Under amino acid starvation or rapamycin treatment, redistributes to preautophagosomal structure/phagophore assembly site (PAS) (PubMed:16940348). The starvation-induced redistribution depends on ULK1, ATG13, as well as SH3GLB1 (PubMed:16940348). Upon autophagy induction, a small portion transiently localizes to the autophagic membranes (PubMed:22456507). Recruited to damaged mitochondria during mitophagy in a RIMOC1-dependent manner (PubMed:34432599). {ECO:0000269|PubMed:16940348, ECO:0000269|PubMed:22456507, ECO:0000269|PubMed:27316455, ECO:0000269|PubMed:27663665, ECO:0000269|PubMed:29180427, ECO:0000269|PubMed:30262884, ECO:0000269|PubMed:34432599}."
